gene_id,GSM883944,GSM883945,GSM883946,GSM883947,GSM883948,GSM883949,GSM883950,GSM883951,GSM883952,GSM883953,GSM883954,GSM883955,GSM883956,GSM883957,GSM883958,GSM883959,GSM883960,GSM883961,GSM883962,GSM883963,GSM883964,GSM883965,GSM883966,GSM883967,GSM883968,GSM883969,GSM883970,GSM883971,GSM883972,GSM883973,GSM883974,GSM883975,GSM883976,GSM883977,GSM883978,GSM883979,GSM883980,GSM883981,GSM883982,GSM883983,GSM883984,GSM883985,GSM883986,GSM883987,GSM883988,GSM883989,GSM883990,GSM883991,GSM883992,GSM883993,GSM883994,GSM883995,GSM883996,GSM883997,GSM883998,GSM883999,GSM884000,GSM884001,GSM884002,GSM884003,GSM884004,GSM884005,GSM884006,GSM884007,GSM884008,GSM884009,GSM884010,GSM884011,GSM884012,GSM884013,GSM884014,GSM884015,GSM884016,GSM884017,GSM884018,GSM884019,GSM884020,GSM884021,GSM884022,GSM884023,GSM884024,GSM884025,GSM884026,GSM884027,GSM884028,GSM884029,GSM884030,GSM884031,GSM884032,GSM884033,GSM884034,GSM884035,GSM884036,GSM884037,GSM884038,GSM884039,GSM884040,GSM884041,GSM884042,GSM884043,GSM884044,GSM884045,GSM884046,GSM884047,GSM884048,GSM884049,GSM884050,GSM884051,GSM884052,GSM884053,GSM884054,GSM884055,GSM884056,GSM884057,GSM884058,GSM884059,GSM884060,GSM884061,GSM884062,GSM884063,GSM884064,GSM884065,GSM884066,GSM884067,GSM884068,GSM884069,GSM884070,GSM884071,GSM884072,GSM884073,GSM884074,GSM884075,GSM884076,GSM884077,GSM884078,GSM884079,GSM884080,GSM884081,GSM884082,GSM884083,GSM884084,GSM884085,GSM884086,GSM884087,GSM884088,GSM884089,GSM884090,GSM884091,GSM884092,GSM884093,GSM884094,GSM884095,GSM884096,GSM884097,GSM884098,GSM884099,GSM884100,GSM884101,GSM884102,GSM884103,GSM884104,GSM884105,GSM884106,GSM884107,GSM884108,GSM884109,GSM884110,GSM884111,GSM884112,GSM884113,GSM884114,GSM884115,GSM884116,GSM884117,GSM884118,GSM884119,GSM884120,GSM884121,GSM884122,GSM884123,GSM884124,GSM884125,GSM884126,GSM884127,GSM884128,GSM884129,GSM884130,GSM884131,GSM884132,GSM884133,GSM884134,GSM884135,GSM884136,GSM884137,GSM884138,GSM884139,GSM884140,GSM884141,GSM884142,GSM884143,GSM884144,GSM884145,GSM884146,GSM884147,GSM884148,GSM884149,GSM884150,GSM884151,GSM884152,GSM884153,GSM884154,GSM884155,GSM884156,GSM884157,GSM884158,GSM884159,GSM884160,GSM884161,GSM884162,GSM884163,GSM884164
S100A8,5.327925,5.656559,3.744422,3.61608,4.947472,6.832084,3.264757,3.841913,4.605212,5.180343,6.991049,4.458514,5.751813,5.428177,3.767112,6.570485,5.825508,4.141463,9.064238,3.59613,5.118138,7.172985,4.949098,6.018301,6.502464,4.260192,7.644659,3.674515,5.14316,5.114122,5.983656,4.392953,8.89887,6.531016,7.747571,7.10006,6.149608,5.901925,4.182595,3.977245,4.892002,4.841773,6.586936,4.86083,6.611297,5.650324,6.83807,3.429099,7.412729,3.896413,5.856652,3.91471,3.70043,3.29864,4.334946,4.372587,3.468952,6.441976,4.75007,4.587722,4.47523,6.797453,4.014473,4.49958,3.166147,5.466748,4.264655,3.585284,4.027702,3.535347,3.784382,8.037906,3.617383,3.736691,4.836861,4.745682,3.461658,7.904443,3.774207,7.7607,7.111042,2.91944,8.161,3.804256,4.33392,3.135139,10.79025,4.655049,3.121281,4.914941,3.870183,5.313453,6.412049,8.658,7.66024,4.252169,3.415717,5.18213,4.145974,4.186398,3.984825,4.042419,6.612575,6.330136,9.031197,10.89411,6.967092,6.867066,4.264356,10.18044,3.942283,6.654409,10.05816,3.893758,5.823462,7.824997,5.102181,7.034987,3.449387,6.153969,7.143407,3.475349,4.577844,6.082215,5.407518,8.184418,7.693245,6.202373,4.677858,5.232002,7.200449,6.078683,6.994833,4.834446,5.56975,4.015435,5.246812,7.367535,7.410368,9.593543,8.107378,8.696117,7.799445,4.490867,8.222065,5.63492,3.53148,4.991928,6.801522,4.452186,7.289855,6.295506,5.909944,4.968611,4.482244,5.217208,3.497543,6.110731,5.408781,6.6959,6.799387,8.444757,6.331186,7.694225,7.870259,4.100223,3.607302,3.331225,6.933522,4.139591,8.273916,4.528974,4.650027,3.396332,3.929452,5.445974,9.092337,4.419885,3.661967,4.064445,5.790349,6.973699,7.316017,5.904655,8.856608,9.65521,4.712917,5.281089,6.474542,4.617829,4.296535,5.204823,4.721099,5.452373,3.582757,5.306636,3.405083,3.957755,4.528931,4.565212,3.984424,3.58709,6.478086,5.717541,8.894228,3.813533,5.968619,5.132798,9.146448,9.13773,8.315667,3.518015,7.372426,7.663707,3.818945,5.665905,3.65386,4.035429,4.713114,4.627755,3.785948
S100A9,6.289352,5.77487,5.279267,4.899922,5.518726,6.394463,4.448926,4.716299,5.110217,5.122482,6.120218,5.178405,5.936678,5.915696,4.573432,6.217863,6.196649,4.927431,7.075427,5.168572,5.455411,6.376053,5.741414,5.890709,5.871909,4.828731,5.977174,4.92463,5.094228,5.445909,5.374096,5.046977,8.067019,5.966138,6.095401,6.080854,5.83751,5.436311,4.987907,5.316415,5.677705,5.310987,6.444272,5.415423,5.836961,6.159817,6.778767,4.934692,6.983499,5.76041,5.946746,5.476122,4.776244,4.234439,5.182161,5.024529,5.272206,6.088747,5.182053,5.415715,5.722815,6.539442,5.041868,5.2737,5.04715,5.500075,5.469734,4.730405,5.39976,5.055929,5.128172,7.133416,5.00877,5.710559,5.937153,5.074164,4.797622,6.699003,4.804444,5.854691,6.368395,4.973459,7.268704,5.2924,5.159788,4.982299,9.120585,5.516205,5.091218,5.690506,5.048683,5.996204,6.256004,7.401826,6.652972,5.653296,5.221636,5.515207,5.271296,5.767623,5.609936,5.220347,6.730748,6.219091,8.007714,9.570684,6.156301,6.306421,5.313801,8.916523,5.284567,6.030912,8.758665,5.248416,5.701612,7.083564,5.326681,6.560118,5.323518,5.771688,6.701716,5.039485,5.297605,5.657154,5.745948,6.882258,7.058928,6.173892,5.542521,6.614835,6.958959,6.376411,6.958761,5.716677,6.271691,5.423574,5.521667,6.707109,7.09315,7.844357,7.112917,7.968862,6.862131,5.824783,7.773695,6.271096,5.33229,6.193483,6.118499,5.022812,6.715876,5.889285,6.142653,5.357828,5.48474,5.812877,5.159225,6.192059,5.189016,6.515498,6.070453,7.323622,7.675168,7.662987,7.518291,5.46736,5.132515,5.608054,6.863224,5.750422,7.826543,5.978394,5.669611,4.988021,5.488199,6.050957,9.0448,5.452635,5.703858,5.205875,7.142335,7.529845,7.335317,7.109504,9.003239,9.285338,6.269377,6.652301,7.06508,6.142247,6.036981,6.645535,5.789404,6.50164,5.842137,6.864339,5.464072,6.17878,6.339422,5.881408,6.029717,5.852712,6.65592,6.91784,8.662259,5.51032,6.796525,6.787778,9.297576,9.197493,8.387494,5.689579,7.446723,7.684076,4.987999,5.895924,5.454683,6.082587,6.125669,5.822743,5.448011
SIGLEC8,3.558462,3.480536,3.706378,3.492831,3.749235,4.12806,3.290009,3.376866,3.35154,3.616146,3.314419,3.277437,3.551682,3.776199,3.349839,3.752277,3.723118,3.214551,3.92906,3.677967,4.027254,3.360992,3.844361,3.570289,3.331484,3.594296,3.335033,3.619706,3.286964,4.085703,3.219268,3.304041,3.859096,3.630777,3.280329,3.522102,3.313622,3.515782,3.534723,3.780505,3.899865,3.513188,3.926857,4.09481,3.390883,3.712858,3.90944,3.548205,4.156315,3.712422,4.003671,3.767282,3.710718,3.435425,3.602599,3.397475,3.743123,3.801514,3.646379,3.53934,4.206226,3.877465,3.752743,3.814884,3.56111,4.244549,3.739724,3.741619,3.958783,3.675741,4.142812,3.810122,3.501901,3.499483,3.873224,3.671428,3.321842,3.269228,3.223428,3.329794,3.05491,3.439974,3.814909,3.898643,3.716648,3.684495,3.242496,3.820737,3.233786,4.158173,3.875191,4.065049,3.930761,3.765931,3.722324,3.706101,3.836221,3.595846,3.919034,3.829828,3.967835,3.947323,4.211206,3.844573,3.796051,3.682916,3.9208,3.598928,4.017925,3.775742,3.700262,3.707209,3.466715,3.460639,4.434393,4.007856,3.687183,3.814456,3.70064,3.814041,3.901355,3.657918,3.359136,3.490721,3.806326,3.482244,3.619573,4.551711,4.179266,4.5988,3.744517,4.672911,3.939329,3.678415,3.84357,4.145502,3.837135,3.641273,3.948766,3.451856,3.624297,4.388194,3.760291,3.710309,3.993949,3.797569,3.932765,4.477154,3.312456,3.346447,3.812897,3.920754,3.559471,4.105971,4.048243,3.54928,3.796361,4.037185,3.215103,4.066271,3.624461,3.688916,4.108329,3.526975,3.302088,3.176896,3.094915,3.474719,3.620216,3.386082,4.343234,4.043146,3.730103,4.03318,4.10788,4.088193,4.045364,4.063,4.523046,3.957398,4.478785,4.509175,4.165361,3.9425,4.724011,4.235502,4.65772,4.083262,4.429043,4.201254,4.546205,4.226198,4.226614,3.875039,4.105353,3.843865,4.003986,4.150725,3.79966,3.85356,4.180453,3.954402,3.739995,3.774606,4.008142,3.76082,3.955836,3.742592,4.150549,3.639433,3.877933,3.58965,4.031944,3.851536,3.758366,3.787985,3.933522,3.796062,4.432457,3.757164,4.163176
SOD2,7.919906,7.822732,6.214501,6.665898,6.124081,6.934816,6.478152,5.853287,5.996787,6.266382,6.346523,7.120009,6.593617,6.338287,6.829321,7.169905,6.745331,6.407969,6.036979,6.026568,6.035546,6.57427,7.203374,7.08989,7.642835,6.129992,6.912347,6.019403,6.494088,6.348028,6.436705,8.420962,8.418514,7.73193,8.546166,7.770903,7.552289,7.449211,7.51238,7.049976,6.816156,7.015846,7.070345,7.142912,8.082086,6.195668,7.323712,6.946979,7.125332,6.922122,7.537915,6.640644,7.384107,7.051553,6.977776,8.010537,6.579361,6.437049,6.953805,7.53279,6.821588,7.446516,6.960549,6.873492,6.885538,6.35779,6.930256,6.752232,6.658792,7.024,6.551046,7.557418,6.813563,6.83096,6.825027,6.582609,6.458606,6.389606,6.436445,6.746268,7.621404,6.590532,6.821837,6.397122,6.682189,6.629001,6.371703,6.67482,6.818161,6.503816,6.431565,6.449247,6.30239,5.972483,6.330858,6.375826,5.609425,6.693249,5.833713,6.698379,6.295835,6.35254,6.176908,5.780798,7.146619,6.564068,6.28502,6.295087,6.55104,6.539223,6.64095,6.608747,6.597701,7.114501,6.842295,7.464938,6.466845,6.66424,6.686282,6.434855,8.586493,6.756136,6.921191,5.969539,5.741774,6.110802,7.223105,5.662043,6.155,6.773682,7.052706,6.165767,6.847212,6.177063,6.955844,6.260264,7.015546,5.901086,6.291196,5.833302,6.23504,5.652938,6.287091,6.610699,7.634474,5.850455,6.146374,6.538966,6.737248,6.666548,7.095715,6.465499,6.406006,7.025256,6.238147,6.41849,6.525389,5.636532,6.43049,6.855202,6.847674,6.338598,5.395821,6.009939,5.545456,5.914151,5.716393,5.925722,6.066633,5.74461,7.070631,5.597296,5.420551,5.778855,5.732611,6.050321,5.401478,5.211403,5.928289,5.489984,6.2054,6.479759,7.23556,6.691463,5.554133,5.926511,6.03805,6.106285,5.962863,5.852283,6.264653,5.912751,6.511446,5.747864,6.479349,7.12667,5.873375,5.855559,5.983196,6.06461,5.935266,6.279437,6.093372,5.652853,7.045932,5.625667,6.793215,7.031207,7.374631,6.369068,6.708381,5.848563,6.308558,6.746633,5.859816,6.25522,6.132277,5.930754,6.147882,6.339499,6.106032
TGFB1,5.346093,4.647825,4.910217,4.893745,4.840627,5.101824,4.928306,4.523825,4.401473,5.605666,5.41642,5.216242,4.939623,5.309054,4.725574,5.766304,5.617926,4.394027,4.50762,5.397214,4.791775,5.006189,5.031657,4.700047,4.64459,5.211349,5.069061,4.424471,5.093615,5.411074,5.116846,6.076664,7.012343,5.514316,5.796606,5.747045,6.273273,5.4355,4.987979,6.023517,5.518345,5.905261,5.728685,6.36855,5.672647,5.829083,5.678702,5.104805,5.574482,5.332192,6.460887,5.833312,5.365828,5.821467,5.867824,5.861861,5.689204,5.662459,5.162978,5.490143,5.55441,5.441172,6.166492,5.567178,5.084561,6.107677,5.66215,5.52749,5.590662,5.232882,4.856243,5.774762,4.945631,5.252897,4.852389,5.658517,5.342237,5.573238,6.024959,5.337666,5.771966,4.974751,5.858231,5.799047,5.627057,5.619539,6.026955,6.026271,5.387991,5.297066,5.9894,5.612138,4.920641,5.591808,5.711933,5.224442,4.8357,5.063764,6.115367,5.207086,5.577345,5.503119,5.856456,5.598701,5.343425,5.586385,5.357041,5.45261,5.356792,5.767362,6.05251,5.561726,5.766237,6.216723,5.039405,5.21394,5.49951,5.719574,5.136628,4.500608,6.196716,5.339491,4.8249,4.599729,4.785609,5.013741,6.023062,5.308259,5.718241,4.814344,5.326518,5.517149,5.919338,4.953141,5.689295,5.17037,5.398691,5.524172,5.268582,5.966403,5.487247,5.248875,5.465114,4.949608,6.055557,5.670134,4.770195,5.267061,5.231507,5.265686,5.630674,5.247073,5.432577,5.00313,5.581996,5.369458,5.36512,5.695979,4.940351,5.616177,5.244504,6.168734,4.872626,6.156152,5.691902,5.961557,6.13111,5.933723,5.458413,5.504304,5.916736,5.811912,5.706478,5.612398,5.704346,5.651612,5.878121,5.69962,5.565717,5.624828,6.113617,5.938687,6.261169,6.467783,6.390284,5.859632,6.350521,6.105633,6.541743,6.489015,5.794282,5.782027,6.713982,5.871301,6.325161,6.187226,6.17139,5.786567,6.156484,5.893926,6.219049,6.281514,5.83149,6.248781,6.303594,5.896178,6.178752,6.202262,6.196592,6.308785,6.718502,5.869136,6.24191,6.051003,5.906309,6.213396,6.225948,6.239235,6.521993,6.22524,5.842867
TLR2,5.641841,5.916358,4.670644,4.811219,4.061254,4.994873,4.880473,5.061942,4.941462,4.640169,5.012095,5.141568,4.856991,4.66187,4.813876,4.499612,4.922332,5.207405,4.500349,4.32816,3.572332,4.896194,4.756582,5.219077,5.628248,4.595503,5.376752,4.774077,5.09868,4.36915,4.94909,5.204395,6.607349,4.963831,5.211965,5.078549,4.947147,4.573547,5.1687,4.221166,4.218804,4.939951,4.702219,4.347871,5.306784,4.567478,5.105378,4.470555,5.115357,4.728879,4.844765,4.402203,4.934419,5.109805,4.601038,5.663961,4.197671,4.494979,4.76537,5.244973,4.981636,5.610941,4.579399,4.706892,4.429294,4.223475,4.772177,4.383712,4.135607,4.469814,4.643574,4.749319,4.559519,4.092064,4.426567,4.641998,4.276781,4.362948,4.505257,4.61581,5.267789,4.487288,4.692125,4.294778,4.541172,4.574601,4.125612,4.04305,4.999821,4.483492,4.354682,4.706851,4.398826,4.69171,4.4028,4.855607,4.226494,4.840353,4.188002,4.478683,4.319047,4.446595,3.830787,4.459054,4.387913,4.393173,4.435116,4.350131,4.106117,4.543776,4.420559,4.206817,4.425188,4.642812,4.681409,4.945209,4.3652,4.721935,4.680426,4.616232,6.170318,4.689513,5.136544,4.610116,4.570395,4.691761,4.816601,4.137917,4.482421,4.464444,5.131329,4.55891,4.831093,4.780668,4.141042,4.263675,4.50886,4.472082,4.363204,4.42304,4.57185,4.182011,4.56434,4.70983,4.82646,4.308648,4.739353,4.34673,4.758561,4.530562,4.75224,4.400514,4.898818,5.686041,4.423484,4.704558,5.224691,4.622765,4.439077,4.752813,4.427009,4.867899,4.304145,4.510952,4.443123,4.378825,4.249901,4.095095,4.676451,3.929109,4.886819,4.310028,4.253222,3.870188,3.669002,3.904691,3.969189,3.874271,4.01834,4.16291,4.023214,4.519212,4.906012,4.381186,4.499345,4.231781,4.48025,4.074558,4.078709,4.065708,3.865216,4.132714,4.087204,4.371714,3.765015,4.207767,4.092616,4.488926,4.419198,4.325083,3.969063,3.88973,4.176339,4.17635,4.924545,4.225349,4.086627,4.371168,4.446815,4.295167,4.901073,3.913342,4.035908,4.278077,3.928841,4.275114,3.716962,4.026394,4.095738,4.272386,4.102052
TLR4,5.045485,5.570697,4.378298,5.139814,4.686165,4.807106,5.166448,4.56232,4.004597,4.554362,4.573574,5.783953,5.25764,4.764512,5.424511,5.639971,4.911978,4.990464,4.30579,4.355809,3.723782,4.239573,4.527979,5.505179,5.455151,4.605377,4.522039,3.990106,5.023381,4.182375,5.141548,5.376856,6.479033,5.757113,5.274985,5.835978,6.197239,4.773691,4.533913,4.733007,4.540415,4.740221,4.908652,5.031152,5.547903,4.738846,5.400184,5.346941,5.252302,4.82972,5.083689,4.915345,5.416899,5.603685,4.975324,5.775204,4.974414,4.573375,5.134932,5.609997,5.16103,5.293355,5.247342,5.187985,5.323727,5.103853,4.83573,5.181931,5.051872,5.145557,5.352119,5.422328,4.641776,4.807552,4.105489,5.256913,4.946421,4.24151,3.948015,4.498503,5.507357,5.050155,3.874723,3.882608,4.59238,5.069208,3.479538,4.308123,5.29359,4.658829,4.996224,4.760035,4.032521,3.665781,3.661905,4.070862,3.680512,4.659275,4.045527,5.149307,4.426988,4.134491,4.376974,4.307715,3.591172,4.443116,4.043505,3.792117,4.429767,3.918993,4.557437,4.697874,3.55317,5.184251,5.256227,4.335562,5.158859,4.068532,4.535347,4.077459,6.547327,5.033624,5.479966,4.493407,4.19796,4.232238,5.156048,4.052214,3.837544,4.472567,3.943807,4.422215,5.153556,4.729473,4.690399,4.618953,4.90504,4.166283,4.988418,4.081324,3.853229,4.235072,3.49077,4.515626,4.043265,3.840774,4.017916,4.50987,5.030425,5.581861,4.763748,3.83029,4.189146,5.315389,4.320522,4.60884,5.1658,3.622867,3.731075,5.198291,4.927537,4.078313,4.869916,4.724751,4.570885,5.656679,5.341368,5.722477,5.137409,5.394141,5.033624,4.72661,4.83988,4.230692,4.68066,4.221272,4.067352,4.627856,5.230391,4.829431,3.503041,4.481329,4.927828,5.01055,3.972692,4.769067,4.802145,4.019356,5.339983,4.51096,4.305574,4.520258,5.207488,4.475994,4.913972,5.197149,5.128696,4.821521,4.913241,4.970709,4.682286,4.353373,5.318394,4.065508,5.579319,5.052829,5.054756,5.422468,5.780784,4.887846,5.053608,4.964405,5.014098,5.809205,5.108439,4.956785,5.281001,4.792543,5.440574,5.409034,4.810472
TNF,4.69211,3.614237,4.215736,3.874233,4.217895,4.347221,3.726454,3.78333,3.556307,4.184644,3.93635,3.861473,4.079376,3.955319,3.730947,4.038257,4.07148,3.883588,3.981096,3.874984,4.500709,4.056545,4.346645,3.945554,3.430702,3.723101,3.701849,3.945098,3.884312,4.166899,3.799478,3.847584,4.455146,3.922795,3.57445,4.086127,4.361639,3.95481,3.706798,4.161641,3.643061,3.815325,4.124821,4.173698,3.679785,3.499879,4.011013,3.580504,4.139896,4.245028,4.101146,4.157973,3.625391,3.793297,3.986931,3.915673,3.860681,4.164373,3.782702,3.837621,4.165913,4.095018,3.950596,4.097909,3.613151,4.176278,4.017077,3.870708,4.295569,4.363357,4.200047,3.874491,3.822833,3.738083,3.950483,3.774478,3.721617,3.805761,3.710817,3.256806,3.387441,3.805478,4.006673,3.832305,3.384439,3.982608,3.990057,3.906501,3.526089,3.65778,3.826581,4.063757,4.193008,4.044959,3.937338,3.736807,4.097931,3.905446,3.888234,4.284633,3.995671,3.861118,4.184033,3.86344,4.203565,3.604792,3.85368,4.067764,4.219512,3.845577,3.684685,4.135432,3.698057,3.573163,3.952584,3.971657,3.616702,3.647589,3.835199,3.938332,4.191533,3.786123,3.659699,3.718163,3.807388,3.822251,4.141464,4.341393,4.102662,4.816061,3.91535,4.335136,4.302611,3.602621,3.926231,3.965974,3.730419,4.178751,4.204105,3.90415,3.489903,4.189033,3.758538,3.796348,4.027136,4.024778,3.921233,4.38177,3.80372,3.459357,4.101092,4.000901,4.009762,3.73321,4.139997,3.630026,4.047785,3.973076,3.558152,3.777814,3.620735,3.951689,4.731415,4.073929,4.098732,3.875719,3.632699,4.001727,3.707161,3.964011,3.716065,3.820057,3.934767,3.947488,4.133425,3.397427,3.712909,3.432884,3.727853,3.962568,4.104586,4.054066,4.434853,3.836522,4.287599,3.838794,4.135416,4.258765,4.0074,4.101173,4.003564,4.011552,4.17928,3.996022,3.921997,3.943546,4.148668,4.394093,4.146261,4.097179,3.804278,4.213303,4.028502,4.012108,4.003676,3.642296,4.176173,3.876191,4.786832,4.29794,4.757981,3.454195,4.100497,4.256745,3.999043,3.595107,3.800601,3.718614,3.971839,4.1136,3.831763
TSC22D3,5.939409,6.307187,6.530375,6.6893,6.429095,5.897908,6.182422,5.555448,6.179556,7.065123,6.635054,7.401629,6.422547,6.569431,6.248408,6.744328,6.800702,6.349962,6.364696,6.454267,6.612727,6.037585,6.159956,5.98632,6.280201,6.466299,6.055173,6.218177,6.254379,6.449793,6.563615,7.235555,7.977849,8.101947,7.764156,7.515913,8.252789,8.188494,7.479329,7.773962,7.394409,6.792089,7.496931,7.792575,6.927478,7.267657,7.892123,7.770849,7.278195,7.75734,7.285968,7.434276,6.794971,7.154021,6.82394,7.075434,7.831386,6.817722,6.898324,7.121138,6.698061,7.119793,7.342939,8.059193,7.35538,6.923479,7.310069,7.266583,7.404057,8.11514,6.978777,7.46586,7.716718,8.373686,7.659636,6.716395,6.793763,5.931089,6.088512,6.697944,7.820555,6.767118,7.434937,8.111489,7.622655,7.307831,6.748936,7.62515,7.710243,6.835625,7.295998,6.973441,6.413627,7.300564,7.245357,6.955784,6.371255,8.369574,7.032374,6.975688,7.526639,6.496851,7.654615,6.738509,6.657827,6.486757,7.067018,6.25897,6.999413,6.838622,6.733213,6.436274,6.293674,7.639177,8.057182,6.598433,6.948828,6.175685,6.215597,6.510036,7.366585,6.745717,7.467228,6.299673,6.228694,6.6964,6.926967,6.494793,7.679042,6.282249,6.732936,7.847531,6.689052,7.713852,7.034859,7.715375,7.437873,6.520152,7.304111,6.39779,7.014991,7.15584,7.847784,8.11788,6.32595,7.366676,7.576655,7.575788,7.169881,7.163204,6.925113,7.024473,6.979785,7.024471,6.571201,6.541305,7.40646,6.649198,7.00148,8.705469,7.271366,6.722062,6.398749,6.303384,7.045146,7.287076,7.098448,7.100218,6.151474,6.445552,6.303532,7.182387,6.721204,6.918267,6.640882,6.330007,6.352082,6.905167,7.023516,6.855791,6.615759,8.05621,6.951563,6.910562,6.677405,7.167229,7.122427,6.650803,7.069884,6.79709,7.556686,6.797021,7.250748,6.457008,7.492388,7.583216,7.463329,6.54598,6.889777,6.555214,7.447658,7.973206,6.575437,6.948534,7.635291,7.334443,6.991828,7.206861,6.799459,7.238235,7.508686,6.947637,7.188505,7.360788,6.992554,8.143623,7.473629,7.334869,6.958614,7.845962,6.434212
TXN,8.121993,9.191865,8.573329,9.018208,9.159286,8.657517,9.44959,8.571182,9.521245,9.624826,10.13712,8.94413,9.205258,8.020569,9.649118,8.43588,9.421413,9.332443,9.791245,8.948007,7.876463,9.972261,8.334302,9.330886,9.439485,9.442591,10.24334,10.34381,9.819603,9.262164,9.213302,8.928082,8.376229,8.230536,9.760818,8.610136,7.825553,9.879401,9.367506,8.386673,8.895788,8.653539,8.149995,8.092473,8.610261,8.922589,8.493598,9.574791,8.648575,8.390935,8.66295,8.717851,8.712868,8.709332,9.535754,8.678039,8.098338,9.578363,8.550968,8.758978,8.912817,8.786529,8.403935,8.33715,9.263828,8.299925,8.849296,8.387503,8.030698,8.246737,8.305332,8.806578,8.744286,8.853452,9.439701,8.696817,8.843592,10.12372,9.754128,10.18894,10.32366,8.641922,10.16925,8.494176,8.50001,7.522605,10.913,9.723232,9.168736,8.66682,9.324153,8.497885,9.508514,9.885531,10.32456,9.289664,8.020343,8.357228,8.312655,8.341615,8.956175,9.193237,7.115762,9.42758,10.21949,10.52772,9.616109,10.19875,8.377255,10.17747,9.075892,9.516619,11.112,7.819063,8.543087,9.40451,8.764732,10.36896,8.826115,9.440048,8.693064,7.928185,8.257677,9.248254,9.308179,9.622993,8.976912,8.572416,9.499498,6.742096,9.391056,8.511793,9.77515,8.708049,8.706595,7.366,8.864353,9.051178,7.986891,10.47378,10.23459,9.654237,10.52944,9.560554,9.431357,8.651528,8.658093,7.622081,9.063453,8.528563,7.76698,9.572707,9.607141,9.462018,8.459229,9.635201,8.187337,8.763638,9.810855,7.553056,9.100591,9.425765,6.471068,10.22902,9.188607,7.145587,7.672754,7.985802,9.685357,8.457786,8.290731,8.649968,7.570414,8.368848,8.860002,9.147691,9.177422,8.14042,7.409678,7.141822,8.990365,8.001809,7.679452,8.775529,8.576755,9.057566,7.8037,7.535412,7.329401,7.736242,7.997209,8.093317,7.972182,8.877736,7.346441,7.402631,6.964328,6.813385,8.501889,7.588533,7.188015,7.04758,7.451332,8.872125,8.313296,7.920014,7.270411,7.624481,7.139371,9.317021,8.245404,8.010822,7.08777,7.216257,7.83257,7.858891,7.825142,9.219178,7.505467,7.917803,6.932575
TXNRD1,6.781521,8.476903,7.164807,8.671943,8.094858,6.978163,7.893597,7.119341,9.036279,7.852853,7.783718,8.41347,8.59391,6.95543,8.06253,7.426296,7.725971,8.598905,7.317123,7.423592,6.077107,8.846308,6.56717,8.57958,8.030221,8.299716,8.95416,8.48768,8.723555,7.732896,8.216618,7.856586,6.781867,7.310088,7.790524,7.412169,6.932964,7.540782,7.894429,6.81583,7.450738,7.340995,7.121845,6.723645,7.308638,7.029736,6.875108,7.901859,7.073015,7.144725,6.707693,6.686946,7.024564,7.355437,7.399325,7.427931,6.775414,6.736511,7.978455,7.027122,7.742412,7.403046,7.414594,7.340843,7.718761,6.597315,7.334318,7.223382,7.01006,7.189306,7.127868,7.40201,7.463805,7.626348,8.55514,7.449923,7.933164,8.040005,7.365563,7.919166,8.493987,7.542128,7.49017,6.896248,7.133925,6.933716,7.463144,7.057305,7.975904,6.707815,7.434167,7.382371,7.773746,7.970135,8.384082,8.96308,7.512358,7.351236,6.833185,6.532326,7.418396,7.611099,6.591,7.285686,7.053514,7.940722,7.227808,7.351198,7.121085,7.264533,7.540877,8.557265,7.691069,6.994349,7.193682,7.224552,7.714998,7.45388,7.612171,8.517072,7.369573,7.473108,7.529234,8.069049,7.999407,7.17962,7.13564,6.248778,7.156136,5.74423,7.464758,6.672164,7.276875,7.269436,6.946067,6.981683,6.998724,7.347803,7.02525,7.402695,7.86509,7.1946,8.064851,7.811976,7.434688,6.655569,7.197506,6.61218,7.528627,7.308026,6.445097,7.772861,8.154851,8.256152,6.778042,8.422071,6.919453,7.281716,8.437261,6.508099,7.216843,7.315952,5.617833,6.212396,6.101783,6.35461,6.638375,6.319471,6.785868,6.205515,6.082303,5.97156,6.482697,6.882396,6.654168,6.760191,6.234669,6.663604,6.342848,5.993911,6.945941,6.703128,6.368632,7.09727,6.617905,6.689334,6.030443,6.009309,6.18315,6.074365,6.37343,5.923801,5.971456,6.247673,5.999598,6.671125,5.825972,6.119326,6.626766,6.940445,5.941998,6.480497,6.299495,6.299495,7.324246,6.328042,5.797727,6.542059,6.116922,6.700616,6.748749,6.75122,6.207241,5.717663,6.03261,6.608265,6.411626,6.512591,6.440196,6.435497,5.706629
